"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"낙성대171",1,서울특별시 관악구 관악로10길 31-15,서울특별시 관악구 봉천동 1609-11,37.477422,126.954755,,,02-879-6781,관악구청,2020-12-07
"낙성대172",1,서울특별시 관악구 관악로10길 31-16,서울특별시 관악구 봉천동 1609-24,37.477479,126.954876,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대174",1,서울특별시 관악구 관악로10길 34-5,서울특별시 관악구 봉천동 1608-10,37.476471,126.954541,,전용주,02-879-6781,관악구청,2020-12-07
"낙성대175",1,서울특별시 관악구 남부순환로230길 85,서울특별시 관악구 봉천동 1615-9,37.476452,126.954801,,,02-879-6781,관악구청,2020-12-07
"낙성대176",1,서울특별시 관악구 남부순환로230길 85,서울특별시 관악구 봉천동 1615-9,37.476409,126.954971,,,02-879-6781,관악구청,2020-12-07
"낙성대177",1,서울특별시 관악구 남부순환로230길 86,서울특별시 관악구 봉천동 1608-17,37.476367,126.954652,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대178",1,서울특별시 관악구 남부순환로230길 88,서울특별시 관악구 봉천동 1608-18,37.476161,126.954579,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대179",1,서울특별시 관악구 남부순환로230길 94,서울특별시 관악구 봉천동 1608-23,37.475902,126.954487,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대180",1,서울특별시 관악구 남부순환로230길 98,서울특별시 관악구 봉천동 1608-29,37.475739,126.954426,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대181",1,서울특별시 관악구 관악로8길 36,서울특별시 관악구 봉천동 1616-6,37.475541,126.954754,,건축물,02-879-6781,관악구청,2020-12-07
"낙성대182",1,서울특별시 관악구 남부순환로230길 104,서울특별시 관악구 봉천동 1607-13,37.475544,126.954333,,건축물,02-879-6781,관악구청,2020-12-07
"낙성대183",1,서울특별시 관악구 남부순환로230길 106,서울특별시 관악구 봉천동 1607-12,37.475426,126.954286,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대184",1,서울특별시 관악구 남부순환로230길 112,서울특별시 관악구 봉천동 1607-10,37.475175,126.954187,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대185",1,서울특별시 관악구 관악로6길 22,서울특별시 관악구 봉천동 1607-7,37.474978,126.954113,,건축물,02-879-6781,관악구청,2020-12-07
"낙성대186",1,서울특별시 관악구 관악로6길 18,서울특별시 관악구 봉천동 1607-8,37.474894,126.954079,,건축물,02-879-6781,관악구청,2020-12-07
"낙성대187",1,서울특별시 관악구 남부순환로230길 104,서울특별시 관악구 봉천동 1607-13,37.475688,126.954243,,건축물,02-879-6781,관악구청,2020-12-07
"낙성대188",1,서울특별시 관악구 관악로6길 36,서울특별시 관악구 봉천동 1607-1,37.475784,126.953737,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대189",1,서울특별시 관악구 관악로8길 18,서울특별시 관악구 봉천동 1607-3,37.475775,126.953845,,건축물,02-879-6781,관악구청,2020-12-07
"낙성대190",1,서울특별시 관악구,서울특별시 관악구 봉천동 1606-11,37.476119,126.953860,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대191",1,서울특별시 관악구 남부순환로228길 79-3,서울특별시 관악구 봉천동 1608-13,37.476251,126.954210,,건축물,02-879-6781,관악구청,2020-12-07
"낙성대192",1,서울특별시 관악구 남부순환로228길 78,서울특별시 관악구 봉천동 1606-14,37.476411,126.953976,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대193",1,서울특별시 관악구 남부순환로228길 73-1,서울특별시 관악구 봉천동 1608-7,37.476465,126.954255,,건축물,02-879-6781,관악구청,2020-12-07
"낙성대194",1,서울특별시 관악구 남부순환로228길 72,서울특별시 관악구 봉천동 1606-7,37.476607,126.954048,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대195",1,서울특별시 관악구 관악로10길 17,서울특별시 관악구 봉천동 1605-4,37.476910,126.953780,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대196",1,서울특별시 관악구 관악로10길 15,서울특별시 관악구 봉천동 1605-3,37.476914,126.953426,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대197",1,서울특별시 관악구 관악로6길 65,서울특별시 관악구 봉천동 1597-33,37.476928,126.953301,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대198",1,서울특별시 관악구 관악로6길 65,서울특별시 관악구 봉천동 1597-33,37.476878,126.953131,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대199",1,서울특별시 관악구 관악로6길 69,서울특별시 관악구 봉천동 1597-31,37.477143,126.953187,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대200",1,서울특별시 관악구 관악로10길 6,서울특별시 관악구 봉천동 1596-3,37.476781,126.952817,,,02-879-6781,관악구청,2020-12-07
"낙성대201",1,서울특별시 관악구 관악로6길 54,서울특별시 관악구 봉천동 1606-9,37.476535,126.953438,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대202",1,서울특별시 관악구 관악로6길 50,서울특별시 관악구 봉천동 1606-11,37.476208,126.953499,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대203",1,서울특별시 관악구 관악로6길 49,서울특별시 관악구 봉천동 1596-14,37.476175,126.953274,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대204",1,서울특별시 관악구 관악로6길 49,서울특별시 관악구 봉천동 1596-14,37.476187,126.953252,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대205",1,서울특별시 관악구 관악로6길 36,서울특별시 관악구 봉천동 1607-1,37.475769,126.953605,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대206",1,서울특별시 관악구 관악로 116,서울특별시 관악구 봉천동 1595-1,37.475718,126.953100,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대207",1,서울특별시 관악구 관악로6길 32,서울특별시 관악구 봉천동 1607-2,37.475435,126.953656,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대208",1,서울특별시 관악구 관악로6길 28,서울특별시 관악구 봉천동 1607-6,37.475266,126.953693,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대209",1,서울특별시 관악구 관악로 112-15,서울특별시 관악구 봉천동 1595-17,37.475208,126.953327,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대210",1,서울특별시 관악구 관악로6길 22,서울특별시 관악구 봉천동 1607-7,37.475010,126.953738,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대211",1,서울특별시 관악구 관악로6길 18,서울특별시 관악구 봉천동 1607-8,37.474842,126.953762,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대212",1,서울특별시 관악구 관악로6길 15,서울특별시 관악구 봉천동 1595-12,37.474571,126.953759,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대213",1,서울특별시 관악구 관악로6길 8,서울특별시 관악구 봉천동 1594-4,37.474536,126.953544,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대214",1,서울특별시 관악구 관악로 100,서울특별시 관악구 봉천동 1594-6,37.474161,126.953376,,건축물,02-879-6781,관악구청,2020-12-07
"낙성대215",1,서울특별시 관악구 관악로6길 76,서울특별시 관악구 봉천동 1605-40,37.477277,126.953527,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대216",1,서울특별시 관악구 관악로6길 77,서울특별시 관악구 봉천동 1597-12,37.477437,126.953495,,,02-879-6781,관악구청,2020-12-07
"낙성대217",1,서울특별시 관악구 관악로 140-15,서울특별시 관악구 봉천동 1597-13,37.477481,126.953298,,건축물,02-879-6781,관악구청,2020-12-07
"낙성대218",1,서울특별시 관악구 관악로 140-16,서울특별시 관악구 봉천동 1597-28,37.477488,126.952889,,건축물,02-879-6781,관악구청,2020-12-07
"낙성대219",1,서울특별시 관악구,서울특별시 관악구 봉천동 1597-15,37.477698,126.953095,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대220",1,서울특별시 관악구 관악로 140-7,서울특별시 관악구 봉천동 1597-16,37.477742,126.952773,,건축물,02-879-6781,관악구청,2020-12-07
"낙성대221",1,서울특별시 관악구 관악로 140-18,서울특별시 관악구 봉천동 1597-29,37.477459,126.953137,,건축물,02-879-6781,관악구청,2020-12-07
"낙성대222",1,서울특별시 관악구 관악로6길 82,서울특별시 관악구 봉천동 1605-39,37.477645,126.953617,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대223",1,서울특별시 관악구 관악로6길 86,서울특별시 관악구 봉천동 1605-1,37.477797,126.953589,,,02-879-6781,관악구청,2020-12-07
"낙성대224",1,서울특별시 관악구 관악로6길 86,서울특별시 관악구 봉천동 1605-1,37.478015,126.953538,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대225",1,서울특별시 관악구 관악로12길 17,서울특별시 관악구 봉천동 1598-35,37.478141,126.953429,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대226",1,서울특별시 관악구 관악로12길 17,서울특별시 관악구 봉천동 1598-35,37.478148,126.953262,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대227",1,서울특별시 관악구,서울특별시 관악구 봉천동 1598-10,37.478441,126.953489,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대228",1,서울특별시 관악구 관악로6길 98,서울특별시 관악구 봉천동 1604-32,37.478356,126.953574,,건축물,02-879-6781,관악구청,2020-12-07
"낙성대229",1,서울특별시 관악구 관악로12길 23,서울특별시 관악구 봉천동 1604-34,37.478098,126.953822,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대230",1,서울특별시 관악구 관악로12길 25-6,서울특별시 관악구 봉천동 1604-39,37.478269,126.953968,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대231",1,서울특별시 관악구 관악로12길 33,서울특별시 관악구 봉천동 1604-48,37.478159,126.954240,,건축물,02-879-6781,관악구청,2020-12-07
"낙성대232",1,서울특별시 관악구 관악로12길 33,서울특별시 관악구 봉천동 1604-48,37.478015,126.954282,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대233",1,서울특별시 관악구 관악로14길 87,서울특별시 관악구 봉천동 1620-21,37.478166,126.957239,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대234",1,서울특별시 관악구 관악로14길 90,서울특별시 관악구 봉천동 1621-11,37.478002,126.957485,,,02-879-6781,관악구청,2020-12-07
"낙성대235",1,서울특별시 관악구 관악로14길 94,서울특별시 관악구 봉천동 1626-1,37.477967,126.957581,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대236",1,서울특별시 관악구 관악로14길 99,서울특별시 관악구 봉천동 1620-27,37.477955,126.957830,,건축물,02-879-6781,관악구청,2020-12-07
"낙성대237",1,서울특별시 관악구 관악로14길 98,서울특별시 관악구 봉천동 1626-5,37.477858,126.957876,,건축물,02-879-6781,관악구청,2020-12-07
"낙성대238",1,서울특별시 관악구 관악로14길 104,서울특별시 관악구 봉천동 1626-10,37.477788,126.958054,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대239",1,서울특별시 관악구 봉천로 538,서울특별시 관악구 봉천동 1620-8,37.478399,126.957377,,건축물,02-879-6781,관악구청,2020-12-07
"낙성대240",1,서울특별시 관악구 관악로14길 106,서울특별시 관악구 봉천동 1626-12,37.477747,126.958195,,,02-879-6781,관악구청,2020-12-07
"낙성대241",1,서울특별시 관악구 관악로14길 110,서울특별시 관악구 봉천동 1626-22,37.477761,126.958352,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대242",1,서울특별시 관악구 봉천로 544-10,서울특별시 관악구 봉천동 1620-30,37.477939,126.958111,,,02-879-6781,관악구청,2020-12-07
"낙성대243",1,서울특별시 관악구 봉천로 544-8,서울특별시 관악구 봉천동 1620-29,37.478021,126.958073,,건축물,02-879-6781,관악구청,2020-12-07
"낙성대244",1,서울특별시 관악구 봉천로 544-8,서울특별시 관악구 봉천동 1620-29,37.478119,126.958022,,,02-879-6781,관악구청,2020-12-07
"낙성대245",1,서울특별시 관악구,서울특별시 관악구 봉천동 1626-14,37.477557,126.958338,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대246",1,서울특별시 관악구 관악로12길 108,서울특별시 관악구 봉천동 1625-1,37.477257,126.958437,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대247",1,서울특별시 관악구 낙성대로 14,서울특별시 관악구 봉천동 1625-28,37.477358,126.958825,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대248",1,서울특별시 관악구 낙성대로 22-14,서울특별시 관악구 봉천동 1625-25,37.477133,126.958548,,,02-879-6781,관악구청,2020-12-07
"낙성대249",1,서울특별시 관악구 낙성대로 22-11,서울특별시 관악구 봉천동 1625-4,37.476985,126.958512,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대250",1,서울특별시 관악구,서울특별시 관악구 봉천동 1625-7,37.476824,126.958638,,전용주,02-879-6781,관악구청,2020-12-07
"낙성대251",1,서울특별시 관악구,서울특별시 관악구 봉천동 1625-7,37.476761,126.958705,,건축물,02-879-6781,관악구청,2020-12-07
"낙성대252",1,서울특별시 관악구 낙성대로4가길 2,서울특별시 관악구 봉천동 1625-14,37.476099,126.958641,,,02-879-6781,관악구청,2020-12-07
"낙성대253",1,서울특별시 관악구 낙성대로4가길 8,서울특별시 관악구 봉천동 1625-11,37.476559,126.958426,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대254",1,서울특별시 관악구 낙성대로4가길 13-4,서울특별시 관악구 봉천동 1624-15,37.476680,126.958238,,건축물,02-879-6781,관악구청,2020-12-07
"낙성대255",1,서울특별시 관악구 낙성대로4가길 13,서울특별시 관악구 봉천동 1624-14,37.476783,126.958348,,한전주,02-879-6781,관악구청,2020-12-07
"낙성대256",1,서울특별시 관악구 낙성대로4가길 19,서울특별시 관악구 봉천동 1624-6,37.476961,126.958276,,,02-879-6781,관악구청,2020-12-07
"낙성대257",1,서울특별시 관악구 낙성대로4가길 17,서울특별시 관악구 봉천동 1624-11,37.476839,126.957995,,건축물,02-879-6781,관악구청,2020-12-07
"낙성대258",1,서울특별시 관악구 낙성대로4가길 21,서울특별시 관악구 봉천동 1624-5,37.477082,126.958239,,건축물,02-879-6781,관악구청,2020-12-07
"낙성대259",1,서울특별시 관악구 관악로12길 109,서울특별시 관악구 봉천동 1626-20,37.477323,126.958294,,건축물,02-879-6781,관악구청,2020-12-07
"낙성대260",1,서울특별시 관악구 관악로14길 108-4,서울특별시 관악구 봉천동 1626-14,37.477521,126.958079,,,02-879-6781,관악구청,2020-12-07
"낙성대261",1,서울특별시 관악구 관악로14나길 7-4,서울특별시 관악구 봉천동 1626-43,37.477610,126.957633,,건축물,02-879-6781,관악구청,2020-12-07
